0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
288,ÀåÀç¿µ,21Å°,-0.54,19,0,0,2,0,1,0,0,17.2,18,18,92,15,5,0,0,24,0,3,14,0,5,9.17,6.33,2.21,48.3,69.7,-0.54,-0.87
289,ÀÌ°Ç¿í,21S,-0.63,5,0,0,4,0,1,0,0,12.2,16,16,72,16,4,0,4,19,0,1,5,0,0,11.37,11.39,2.76,39.5,39.9,-0.63,-0.9
290,¼ÕÁÖ¿µ,21L,-0.63,7,0,0,6,1,3,0,0,26.2,25,25,127,31,7,2,4,20,0,1,21,0,1,8.44,6.07,1.91,51.1,70.6,-0.63,-0.88
291,¼­ÁØ¿ø,21·Ô,-0.65,26,0,0,8,1,3,0,3,54,46,44,257,72,13,2,5,29,3,2,37,0,1,7.33,4.72,1.87,62,94.4,-0.65,-1.07
292,¿ÀÁÖ¿ø,21Å°,-0.68,21,0,0,0,1,1,1,0,18.1,20,20,89,33,8,0,3,4,1,0,9,0,1,9.82,4.97,2.02,45.2,86,-0.68,-0.89
293,ÀÌ½ÂÈ£,21Å°,-0.68,38,0,0,3,1,3,0,5,47.1,39,29,224,55,7,1,4,31,2,1,37,0,8,5.51,4.77,1.82,80.4,90.8,-0.68,-1.15
294,ÀÓÁØ¼·,21ÇÑ,-0.68,13,0,0,0,0,0,0,0,10.2,18,13,64,19,5,0,1,8,0,4,11,1,1,10.97,5.86,2.53,39.9,76,-0.68,-0.23
295,±èÁ¤ºó,21S,-0.72,6,0,0,6,0,1,0,0,17.1,20,19,92,20,1,0,5,20,0,4,21,0,1,9.87,8.81,2.31,45.5,51.9,-0.72,-1.33
296,±èÀ¯½Å,21K,-0.75,15,0,0,11,2,6,0,0,54.1,47,46,249,63,12,1,11,35,0,2,29,0,0,7.62,6.94,1.8,58.4,63.7,-0.75,-1.61
297,³ë°æÀº,21·Ô,-0.8,14,0,0,11,3,5,0,0,56.1,50,46,269,79,16,1,11,24,0,4,35,0,3,7.35,6.12,1.83,61.8,73.1,-0.8,-1.9
298,±èÇö¼ö,21K,-0.86,17,0,0,8,1,4,0,0,45.2,43,40,229,57,16,0,8,36,0,3,27,0,1,7.88,6.99,2.04,56.4,63.4,-0.86,-1.36
299,ÀÌº¸±Ù,21K,-0.88,15,0,0,0,0,1,0,1,10,18,17,61,25,4,0,3,6,0,0,7,0,2,15.3,7.63,3.1,29.4,57.9,-0.88,-0.84
300,ÀÌ½Â¹Î,21»ï,-0.88,11,0,0,11,1,4,0,0,35.2,34,34,173,50,6,1,6,18,0,3,22,0,0,8.58,6.05,1.91,52.6,75.1,-0.88,-1.17
301,¼ÛÀç¿µ,21·Ô,-0.93,19,0,0,0,0,2,0,1,14.2,23,22,79,24,6,0,3,12,0,1,13,0,1,13.5,6.88,2.46,33.7,65,-0.93,-0.48
302,¿À¿ø¼®,21S,-1,33,0,0,21,7,6,0,2,110,84,72,530,125,20,3,11,73,1,10,95,1,2,5.89,5.14,1.8,76.2,88.2,-1,-2.81
303,ÀÌ½Â°ü,21ÇÑ,-1.04,8,0,0,2,0,2,0,0,5.2,20,17,44,11,3,1,1,16,0,0,5,0,1,27,12.33,4.77,16.2,36.3,-1.04,-0.57
304,±èÁø¼º,21N,-1.07,42,0,0,0,2,4,1,9,37.2,34,30,174,43,10,0,7,18,3,1,37,0,2,7.17,5.06,1.62,63.3,89.9,-1.07,-1.25
305,½ÅÁ¤¶ô,21ÇÑ,-1.08,20,0,0,0,0,2,0,2,20,24,19,102,25,6,1,3,15,2,3,14,0,0,8.55,6.28,2,51.2,71,-1.08,-0.78
306,ÀÌ¹Î¿ì,21K,-1.12,16,1,0,12,1,6,0,0,57,53,51,275,78,12,3,8,31,0,5,28,1,2,8.05,6.07,1.91,55.2,73,-1.12,-1.84
307,Àå½ÃÈ¯,21ÇÑ,-1.38,19,1,0,16,0,11,0,1,69,62,54,342,87,12,1,4,48,2,6,47,0,7,7.04,4.99,1.96,62.2,89.5,-1.38,-2.32
308,À¯Èñ°ü,21µÎ,-1.49,15,0,0,15,4,7,0,0,63,57,54,314,107,14,3,10,24,0,3,23,0,0,7.71,5.95,2.08,55.9,71.8,-1.49,-1.98
